filenm,emotion,text,labels
F_004229,당황,어제 필기 열심히 한 공책을 집에 두고 왔어 내 스스로가 어이가 없어.,1
F_004230,당황,갑자기 너무 쉬운 단어를 기억이 안 나서 못 적었어. 정말 어이가 없더라.,1
F_004231,당황,글자 하나를 잘못보고 다른 답을 써버렸어 난 정말 멍청한 것 같아.,1
F_004232,당황,왜 학교 폭력 가해자는 피해자에게 사과하지 않는 걸까? 그런걸 보면 가해자의 태도가 너무 한심해.,1
F_004233,당황,애들이 나를 따돌리고 있어. 내가 학교폭력 피해자라는 게 한심하게 느껴져.,1
F_004234,당황,시험이 얼마 안 남았는데 공부는 안하고 게임만 하고 있는 동생이 너무 한심해.,1
F_004235,당황,엄마는 왜 아빠한테 저렇게 쩔쩔매는 걸까? 정말 엄마가 한심해.,1
F_004236,당황,언니는 알바도 해서 돈도 많으면서 엄마한테 툭하면 용돈을 받아가서 불공평해.,1
F_004237,당황,공부도 안 할 거면서 동생이 괜히 비싼 컴퓨터 사달라고 부모님한테 졸라서 짜증나.,1
F_004238,당황,동생에게 공부를 가르쳐 주려고 했는데 문제가 너무 어려워서 당황스러웠어.,1
F_004239,당황,공부는 안중에도 없고 외모만 신경 쓰는 언니가 너무 한심해.,1
F_004240,당황,대학 대신에 프로게이머가 된다는 오빠가 답답하고 화가 나.,1
F_004241,당황,오늘 안과 진료 받는 날인데 깜빡 잊어버려서 한심해.,1
F_004242,당황,엄마 생각해서 아들이 어렵게 종합건강검진을 예약했는데 완전히 잊어버리고 못 간걸 오늘 알았어.,1
F_004243,당황,몸이 불편해서 오늘 병원에 갔더니 방광염이라는데 미리미리 못 챙긴 내가 너무 미워.,1
F_004244,당황,혈압이 있어서 꾸준히 약을 먹어야 하는데 안 챙겨 먹어서 혈압이 너무 올라간 내가 너무 한심해.,1
F_004245,당황,손가락이 아픈데도 참았는데 미련스럽게 버텼던 것이 후회가 돼.,1
F_004246,당황,손가락이 아픈 거 같았는데 류마티스 관절염이라네. 그것도 모르고 열심히 했던 내가 한심해 죽겠어.,1
F_004247,당황,내 친구는 정말 한심해.,1
F_004248,당황,요즘 나 자신과 내 건강을 생각하면 정말 한심하기 짝이 없어.,1
F_004249,당황,나는 왜 내 몸이 이 지경이 될 때까지 몰랐을까? 내 몸이 보내던 신호를 몰랐던 나 자신이 바보 같아.,1
F_004250,당황,난 술을 좋아하는 편이야. 그래서 일주일에 다섯 번도 넘게 마셨더니 요즘 몸이 안 좋은 것 같아서 한심해.,1
F_004251,당황,요즘 자꾸 배가 나오고 외모가 자신이 없어. 내가 한심하게 느껴져.,1
F_004252,당황,건강하지 못해 다른 사람들에게 의지하게 된다면 자신이 한심할 거야.,1
F_004253,당황,난 술을 일주일에 다섯 번 이상 마시는데 요즘 몸이 안 좋은 것 같아서 한심해.,1
F_004254,당황,요즘 나 자신과 내 건강을 생각하면 정말 한심하기 짝이 없어.,1
F_004255,당황,눈이 침침해 안과에 갔는데 시력이 많이  안 좋아 우울해.,1
F_004256,당황,한심하다. 한심해.,1
F_004257,당황,어릴때 어른들 말씀을 들을껄 너무 안일하게 몸 관리를 안했더니 잔병치레 하느라 고생 중이야.,1
F_004258,당황,오늘도 맥주를 마셔버렸어.,1
F_004259,당황,요즘에 온 몸이 불편해. 조금이라도 걸으면 내 몸이 예전같지 않은게 느껴져. 밤에 야식이랑 술을 자주 마서서 그런가?,1
F_004260,당황,난 왜 이렇게 아픈 데가 많을까. 여기저기 돈만 축내는 것 같아서 내가 너무 한심해. 남편과 가족들에게 정말 미안하고.,1
F_004261,당황,요즘 부쩍 살이 쪄서 조금만 걸어도 숨이 차서 한심해.,1
F_004262,당황,내 스스로가 너무 한심해. 남편 때문에 병을 얻었는데 남편 걱정을 하네.,1
F_004263,당황,내 동생 참 한심하다. 아토피에 좋다고 검증도 안 된 민간요법을 쓰고 있어.,1
F_004264,당황,친구 장례식장에 갔는데 아들놈이 상주 노릇은 안 하고 술만 퍼마시더라. 한심해.,1
F_004265,당황,남편이 기관지염이 심해지고 나서야 담배를 끊는다네. 한심해.,1
F_004266,당황,당뇨 때문에 기름진 음식을 먹으면 안 되는데 못 참고 먹어버렸어. 정말 한심하다.,1
F_004267,당황,사람이 건강을 잃으면 정신이 이상해지나 봐.,1
F_004268,당황,친구가 다음 날 위내시경 검사라더니 술 먹자고 부르더라. 정말 한심했어.,1
F_004269,당황,노인들이 돈도 없으면서 비싼 의료기기를 샀어. 한심하긴.,1
F_004270,당황,우리 아들놈은 고지혈증이 있으면서 한심하게 회식에 꼬박꼬박 참여하더라.,1
F_004271,당황,나이 먹고 아프기까지 하니 스스로 한심한 생각이 드는 것 같아.,1
F_004272,당황,내가 좀 한심한 기분이 들어.,1
F_004273,당황,몸이 계속 안 좋았는데 나 자신을 돌보지 못했던 나에게 너무 한심한 생각이 드는 것 같아.,1
F_004274,당황,어제 또 혼자 술 마셨어. 이러다 알코올중독에 걸릴 것 같아 한심해. ,1
F_004275,당황,정말 나잇값도 못 하는 내가 한심해. 나이를 헛먹었나 봐.,1
F_004276,당황,친구들이 아프다는 소릴 많이 한다.,1
F_004277,당황,몸도 여기저기 아픈데 날 돌봐줄 사람이 하나도 없어.,1
F_004278,당황,내 친구가 당뇨인데도 식이요법도 안하고 과자를 먹더라.,1
F_004279,당황,내 친구는 육십대에 벌써부터 죽음에 대해 걱정하고 있어. 보다보면 좀 한심하게 느껴져.,1
F_004280,당황,내 건강이 한심해.,1
F_004281,당황,친구 장례식장에 갔는데 아들놈이 상주 노릇은 안하고 술만 퍼 마시더라. 한심해.,1
F_004282,당황,요즘 들어 부쩍 내가 늦깎이라는 생각이 드네. 나 자신이 황새 따라가는 뱁새처럼 한심하게만 여겨지니 어떡하지?,1
F_004283,당황,난 진짜 한심한 사람인 것 같아.,1
F_004284,당황,학교 끝나고 집에 돌아가는데 엄마가 다른 남자와 있는 걸 봤어.,1
F_004285,당황,언니는 나와 있을 때와 밖에서 하는 행동이 달라.,1
F_004286,당황,동생이 게임중독이야.,1
F_004287,당황,언니가 나를 좋아해 줄 사람은 없다고 했어.,1
F_004288,당황,오빠는 맨날 엄마 아빠께 짜증만 내.,1
F_004289,당황,오빠는 자신이 불리할 때 욕을 하며 짜증을 내.,1
F_004290,당황,아빠는 내가 조금만 요구하려고 해도 무시해.,1
F_004291,당황,언니는 기분이 좋을 때만 친절해.,1
F_004292,당황,동생은 필요한 것이 생길 때에만 내게 와.,1
F_004293,당황,동생에게 엄마한테 잘 좀 하라고 했지만 오늘도 그러지 않았어.,1
F_004294,당황,아빠가 다른 여자와 함께 있는 걸 봤어.,1
F_004295,당황,엄마가 나에게 나는 이 세상에 태어나면 안 될 존재라는 말을 했어.,1
F_004296,당황,친구가 공부를 잘한다고 잘난 척해서 속상해.,1
F_004297,당황,오늘 수학시험을 봤는데 점수가 잘 나오지 않아서 너무 화가 나.,1
F_004298,당황,공부를 열심히 하는데 목표가 없어서 왜 이렇게 열심히 하는지 모르겠어.,1
F_004299,당황,오늘 애들이 나에 대한 유언비어를 얘기해서 너무 속상했어.,1
F_004300,당황,외국에 살 것도 아니고 국어도 있는데 왜 구지 영어를 배워야하는지 모르겠어.,1
F_004301,당황,공부를 못해서 나도 속상한데 그 옆에서 깐족대는 친구가 너무 화나.,1
F_004302,당황,내가 국어를 잘하는 줄 알았는데 막상 문제를 풀면 너무 어렵게 느껴져.,1
F_004303,당황,영어만 배우는 것도 충분한데 꼭 제 이 외국어를 왜 배워야하는지 모르겠어.,1
F_004304,당황,매일 매일 같은 공부만 하니까 지루하고 싫어.,1
F_004305,당황,나를 어떻게든 괴롭히려고 하는 직장 상사 때문에 정말 미칠 것 같아.,1
F_004306,당황,매번 구시대적 사고로 부하 직원들을 꾸짖는 상사가 너무 싫어.,1
F_004307,당황,말도 안 되는 논리로 자기 아이디어를 강요하는 팀원은 무슨 생각일까? 정말 정이 떨어져.,1
F_004308,당황,팀장님이 모든 책임을 나에게 떠넘겨서 너무 화가 나.,1
F_004309,당황,직장 동료들이 내가 없는 틈을 타 험담하는 것을 들었어.,1
F_004310,당황,자신이 맡은 업무를 나에게 떠넘기는 상사가 있어. 너무 괘씸해.,1
F_004311,당황,상사가 성희롱적인 발언을 일삼아서 정말 기분이 나빠.,1
F_004312,당황,항상 자신의 뜻대로만 직원들이 움직여주길 바라는 상사가 끔찍하게 싫어.,1
F_004313,당황,사전에 예고도 없이 갑자기 해고를 당했어.,1
F_004314,당황,직원들이 자신의 소유물이라고 생각하는 상사의 행동이 너무 당황스러워.,1
F_004315,당황,상사에게 애교를 부리며 아첨하는 직장 동료가 너무 징그러워 보여.,1
F_004316,당황,나를 부당하게 해고시키다니 이 회사는 너무 끔찍해.,1
F_004317,당황,친구가 괜찮은 남자라고 해서 소개를 받았는데 알고 보니 바람둥인 걸 알고 당황했어.,1
F_004318,당황,남자친구가 내 친구와 바람을 피우고 있다는 걸 알게 되었어.,1
F_004319,당황,남자친구가 나를 만나면서도 여러 여자와 양다리 걸치며 사귀고 있던 사실을 알게 되었어.,1
F_004320,당황,성폭행 당해 아이를 임신 했다는 사실이 나를 미치게 해.,1
F_004321,당황,돈 때문에 사랑하지 않는 남자와 결혼을 해야 해.,1
F_004322,당황,자꾸 살이 쪄서 뚱뚱해진 남자친구와의 스킨십이 끔찍해.,1
F_004323,당황,나에겐 별 관심도 두지 않으면서 상사에게만 아부하는 동료 직원이 너무 혐오스러워.,1
F_004324,당황,회식 때만 되면 직원들에게 강제로 술을 권유하는 상사 때문에 힘들어.,1
F_004325,당황,학점 때문에 교수님에게 억지로라도 잘 보여야 하는 게 괴로워.,1
F_004326,당황,나는 내가 내 몸을 봐도 혐오스러워 견딜 수가 없어.,1
F_004327,당황,내 친구가 일부러 근육을 크게 만들었어. 근데 나는 좀 징그럽더라고. ,1
F_004328,당황,얼마 전 아래층에 새로 이사 온 사람이 있는데 마주치고 싶지도 않아.,1
F_004329,당황,언젠가 나의 배를 보았는데 혐오스럽게도 완전히 할머니가 되어있더라고.,1
F_004330,당황,우연히 내장지방 사진을 보게됐는데 정말 징그럽더라.,1
F_004331,당황,남편이 췌장이 안 좋아서 술을 마시면 안 되는데 아랑곳하지 않고 계속 술을 마셔. 정말 꼴 보기 싫어.,1
F_004332,당황,그동안 내가 아무리 아픔을 호소해도 들은 척 만 척했던 남편이 미워. 싫을 정도야.,1
F_004333,당황,아무리 병원에 데려가 달라고 해도 잘 쉬면 나을 거라고 말하는 남편이 미워. 짜증 나.,1
F_004334,당황,헬스장에 다니다 보니 몸에 지나치게 근육이 많은 사람이 있더라고. 근육이 크다고 몸이 건강한 것 같진 않던데.,1
F_004335,당황,너무 건강만 생각하는 사람을 보면 오히려 병날 것 같아.,1
F_004336,당황,나 자신이 너무 싫어. 비만이고 건강도 안 좋고 게을러서 관리도 안 해.,1
F_004337,당황,요즘은 거울을 보기가 싫어. 거울에 비친 내 모습이 너무 싫은 거야.,1
F_004338,당황,요즘 코로나 일구가 다시 확산되는데도 관광지에는 사람들로 북적거려.  이 시기에 놀러 안 다니면 큰일 나나?,1
F_004339,당황,콜레스테롤 수치가 엄청 높게 나와서 위험하다고 의사가 그러네.,1
F_004340,당황,요즘도 건강에 좋다고 야생 동물 잡아먹는 사람 보면 진짜 혐오스러워.,1
F_004341,당황,나 자신이 너무 혐오스러워.,1
F_004342,당황,탈모가 심하게 온 내 모습이 너무나도 보기 싫어.,1
F_004343,당황,더 이상 차도의 희망이 없는 내 건강상태에 화가 나.,1
F_004344,당황,방광염으로 인해 고통 받을 때면 화장실 가는 것조차 너무 괴로워.,1
F_004345,당황,나의 피부가 이렇게 주름 지고 탄력이 없다니 나이가 드는 게 너무 싫어.,1
F_004346,당황,중년이 되서 몸에 좋다고 개고기 먹는 친구들보면 너무 싫어.,1
F_004347,당황,가끔 방송에서  보면 나이 든 어른들이 과격한 말과 행동으로 품위를 잃는 일이 종종 있지.,1
F_004348,당황,남편이 잘 안 씻어서 냄새가 너무 나.,1
F_004349,당황,내 주위에 안타까운 일이 있었어.,1
F_004350,당황,복날에 개를 보양식으로 먹는 사람들 너무 혐오스러워.,1
F_004351,당황,요즘 세상에는 참 끔찍한 일들이 많이 일어나.,1
F_004352,당황,나이를 먹으면서 흰 머리가 생기고 늙어가는게 끔찍해.,1
F_004353,당황,죽음이 너무 싫어.,1
F_004354,당황,죽음이 혐오스러워.,1
F_004355,당황,노인을 혐오하는 세상이라 더 늙는 것이 두려워.,1
F_004356,당황,병원에서 나 같은 늙은 노인을 받아주려고 하지 않아서 서글퍼.,1
F_004357,당황,폭삭 늙은 내 모습이 싫어서 그냥 죽고 싶어.,1
F_004358,당황,작고 느린 나를 손주들이 징그럽게 생각할까 봐 두려워.,1
F_004359,당황,손녀한테 볼 뽀뽀를 해주려고 했지만 손녀가 나를 피했어.,1
F_004360,당황,아흔 살이나 돼서 아직도 살아있는 내가 혐오스러워.,1
F_004361,당황,경비원으로 일하는 나를 한 학생이 욕하면서 때렸지만 힘이 없어서 저항할 수 없었어.,1
F_004362,당황,늙은 사람을 차별하는 말을 들어도 아무 말도 못하는 내가 싫어.,1
F_004363,당황,부자와 가난한 사람을 차별하는 요양원 간호인들 때문에 살고 싶지 않아.,1
F_004364,당황,장을 보다가 젊은이가 밀쳐서 넘어졌는데 주변에 누구 하나 도와주지 않았어.,1
F_004365,당황,주위의 모든 것들이 내 생명을 위협하는 것처럼 느껴져.,1
F_004366,당황,남편이 병을 앓다가 죽었는데 아들은 재산에만 관심이 있어.,1
F_004367,당황,최근에 병원에서 간암판정을 받아서 당황스러워.,1
F_004368,당황,어제 친구들한테 맞은 곳이 아파. 상황이 이렇게 나빠지다니.,1
F_004369,당황,나 지금 너무 충격적이야. 아빠가 술에 취해선 나보러 입양아라고 소리쳤어.,1
F_004370,당황,밥 먹고 있는데 언니가 갑자기 학교를 자퇴하겠다고 선언했어.,1
F_004371,당황,나 어떡하지? 내가 그저께 학원 다니기 싫다고 했더니 엄마가 그럼 가지 말라고 하셔서 너무 당황스러워.,1
F_004372,당황,어떡하지? 우리 오빠가 집을 나가겠다고 짐 싸고 있어.,1
F_004373,당황,아빠가 어젯밤에 갑자기 입양에 대해서 어떻게 생각하는지 물어보셔서 완전 당황했어.,1
F_004374,당황,엄마가 자꾸만 나한테 엄마를 얼마나 믿느냐고 물어보시더라? 너무 뜬금없었어.,1
F_004375,당황,사실 내가 며칠 전에 아빠 지갑에서 돈 만원을 꺼내 썼어. 몰래 말이야.,1
F_004376,당황,엄마가 그러는데 우리 집이 이사를 간다고 하네? 그것도 당장 다음주에.,1
F_004377,당황,당분간 우리 집에서 할머니랑 할아버지가 같이 사신대. 너무 당황스럽네.,1
F_004378,당황,엄마가 어떤 아저씨를 데려와서는 인사를 시켜줬거든? 근데 너무 당황스러워서 방으로 도망 왔어.,1
F_004379,당황,와 이게 무슨 감정인지 잘 모르겠어. 기쁜 건지 당황스러운 건지 도통 모르겠어!,1
F_004380,당황,큰일 났어! 우리 가족이 시골로 이사 간대!,1
F_004381,당황,공부가 꼭 성공의 지름길인지 모르겠어. 마음이 혼란스러워.,1
F_004382,당황,공부가 적성에 맞는 줄 알았는데 하고 싶은 다른 일이 생겨서 혼란스러워.,1
F_004383,당황,요즘 이유 없이 우울하고 감정 기복이 심해져서 혼란스러워.,1
F_004384,당황,내가 좋아하는 일을 해야 할지 부모님이 원하는 일을 해야 할지 모르겠어서 혼란스러워.,1
F_004385,당황,열심히 공부했다고 생각했는데 생각만큼 성적이 안 올라서 혼란스러워.,1
F_004386,당황,문과와 이과 중에서 내 적성에 맞는 게 무엇인지 모르겠고 혼란스러워.,1
F_004387,당황,수시랑 정시 중 어떤 걸 준비해야 할지 몰라서 너무 혼란스러워.,1
F_004388,당황,내가 올바른 방향으로 공부하고 있는 건지 모르겠어서 혼란스러워.,1
F_004389,불안,벌써 시험 성적표가 나왔다는데 큰일이야.,3
F_004390,불안,내 꿈과 엄마아빠가 원하는 게 달라서 가끔은 좀 혼란스러워.,3
F_004391,불안,아빠가 가끔 어려운 이야기를 하실 때 이해 안 될 때가 있어서 혼란스러워.,3
F_004392,불안,어쩔 때는 내가 엄마 말대로 꼭 했어야 하는지 혼란스러워.,3
F_004393,불안,엄마는 대학이 인생의 전부라고 하지만 난 그거에 동의하지 않아. 그래도 혼란스럽기는 해.,3
F_004394,불안,엄마 아빠와 나의 의견이 달라서 혼란스러워.,3
F_004395,불안,항상 귀여웠던 동생의 목소리가 점점 굵어져서 혼란스러워.,3
F_004396,불안,요새 진로 얘기만 나오면 너무 혼란스러워.,3
F_004397,불안,엄마와 아빠 사이에서 내가 어떻게 해야 할지 혼란스러워.,3
F_004398,불안,좋은 고등학교에 가면 모두 잘 될 줄 알았는데 환상이 다 깨져버렸어.,3
F_004399,불안,진로를 정하지 못한 상태에서 선생님과 상담하고 생각이 더 복잡해졌어.,3
F_004400,불안,나는 내가 뭘 하고 싶은지 어느 대학에 가고 싶은지 잘 몰라서 혼란스럽고 불안해.,3
F_004401,불안,학기 초에는 수학이 재미있고 성적도 좋았는데 언제부턴가 너무 어렵고 성적도 안 나와.,3
F_004402,불안,아빠는 학과를 우선으로 엄마는 대학교를 우선으로 하라고 하셔서 너무 혼란스러워.,3
F_004403,불안,함께 잘 지내던 친구들이 갑자기 나를 따돌려서 혼란스러워.,3
F_004404,불안,친구들에게 무슨 이유로 학교폭력을 당하는 건지 몰라 혼란스러워.,3
F_004405,불안,학교폭력을 당하고 있는 사실을 선생님께 말해도 되는 건지 몰라 혼란스러워.,3
F_004406,불안,내가 따돌림을 당하자 평소 친하던 친구와 멀어지게 되어 혼란스러워.,3
F_004407,불안,학교에서 아이들이 나랑 말을 안 해.,3
F_004408,불안,친구들이 나를 따돌려서 선생님께 말씀드렸더니 내가 잘못한 거래.,3
F_004409,불안,얼마 전까지 날 따돌리던 애들이 나에게 잘해주기 시작했어. 무슨 이유일까?,3
F_004410,당황,다른 회사에서 스카우트 제의를 받았는데 어떻게 해야 할지 모르겠어.,1
F_004411,당황,부하직원이 업무를 하다 실수를 했어. 어떻게 대처해야 할지 고민이야.,1
F_004412,당황,집에 서류를 두고 왔어. 다녀오면 너무 늦을 것 같은데 어떡하지?,1
F_004413,당황,부장님이 나를 크게 오해하고 계셔. 그런데 어떻게 해명을 할지 모르겠어.,1
F_004414,당황,팀원들끼리 싸움이 붙었는데 내가 중간에서 어떻게 대처해야 할지 모르겠어.,1
F_004415,당황,취업할 만한 곳이 없어. 생각만 해도 골치가 아파.,1
F_004416,당황,회사에 입사하기로 결정했는데 더 가고 싶던 곳에서도 연락이 왔어. 어쩌지?,1
F_004417,당황,프로젝트를 진행하는데 문제가 너무 많아서 당황스러워.,1
F_004418,당황,김 대리와 박 대리가 의견 차이로 대립하고 있는데 누구 편을 들어야 할지 모르겠어.,1
F_004419,당황,회사에서 갑자기 다들 나와 대화하는 걸 피해서 당황스러워.,1
F_004420,당황,오늘 해고를 당했어. 어떻게 새 직장을 구해야 할지 막막해.,1
F_004421,당황,갑자기 오늘 해고 통보를 받았어. 이해가 안가.,1
F_004422,당황,나는 결혼을 약속한 애인이 있는데 회사 동료가 자꾸 눈에 밟혀. 내 마음을 잘 모르겠어.,1
F_004423,당황,회사가 얼마 전 부도를 맞았어. 실업자가 될지도 모르는데 이 상황에서 아이를 가져야 하는지 의문이야.,1
F_004424,당황,회사 동료가 나에게 다가와 사귀어 보는 것이 어떠냐고 말했지만 나는 그의 고백을 거절했어.,1
F_004425,당황,회사 동료가 우리 결혼식에 와서 난동을 부려서 너무 당황스러웠어.,1
F_004426,당황,나한테는 사랑하는 사람이 있는데 부모님이 그 사람을 싫어하셔. 그 사람 집안이 가난해서 싫으신가 봐.,1
F_004427,당황,입사 동기는 내가 자신을 대하는 태도가 달라졌다고 생각했는지 언제부터인가 나를 피하기 시작했어.,1
F_004428,당황,내가 임신했다는 사실을 알게 됐어. 너무 당황스러워.,1
F_004429,당황,부모님이 내 임신 사실을 알지 못할 거라고 생각했는데 알고 있다고 하셔서 당혹스러웠어.,1
F_004430,당황,애인과 호프집에서 데이트를 하는데 예전에 만났던 애인과 마주쳤어.,1
F_004431,불안,결혼한 지 얼마 안 됐는데 친구가 남편이 바람을 핀다는 소문이 있다는 걸 알려줬어.,3
F_004432,불안,애인이 나를 만나기 전 사귀었던 사람과 오랜 기간 동안 동거했대.,3
F_004433,불안,애인 집에 놀러 갔는데 전 여자 친구와 찍은 사진을 아직도 보관하고 있어.,3
F_004434,불안,애인에게 점점 마음이 사그라지는 것 같아. 어떻게 해야 될지 모르겠어.,3
F_004435,불안,내가 정말 애인을 사랑하는지 잘 모르겠어. 혼란스러워.,3
F_004436,불안,새로운 사람과 연애를 하고 있는데 오늘 갑자기 옛 연인이 생각이 났어.,3
F_004437,불안,며칠 전에 애인이랑 헤어졌어. 나는 잊고 싶지만 그 사람은 나를 잊지 않았으면 좋겠어.,3
F_004438,불안,옛 애인이 나를 힘들게 했어. 그래도 그 사람은 좋은 사람 만났으면 좋겠어.,3
F_004439,불안,임신을 했는데 엄마가 된다는 것이 믿기지 않아.,3
F_004440,불안,내가 관심 있는 사람이 육 개월이 넘었는데도 고백을 안 해서 헷갈려.,3
F_004441,불안,애인과 내가 성격이 반대여서 애인이 나의 부족함을 채워줄 줄 알았어. 하지만 그냥 다를 뿐이었어.,3
F_004442,불안,신혼여행을 준비하는데 서로 의견이 맞지 않아서 걱정돼.,3
F_004443,불안,엄마가 최근에 갱년기라서 그런지 감정기복이 심해서 어떻게 할지 혼란스러워.,3
F_004444,불안,룸메이트가 아무런 말도 없이 갑자기 방을 빼겠다고 해서 혼란하네.,3
F_004445,불안,술에 취해 기억이 나지 않는데 어제 회식 때 상사에게 실수를 한 것 같아 불안해.,3
F_004446,불안,성 정체성에 혼란이 온 것 같다는 친구의 말에 할 말이 없어서 혼란하군.,3
F_004447,불안,친했던 친구를 오랜만에 만났는데 자꾸 어딘가로 가서 교육을 받자고 해서 불안했어.,3
F_004448,불안,룸메이트가 친구와 같이 집에 왔는데 그 친구가 계속 있어서 혼란스러워.,3
F_004449,불안,부모님이 갑자기 이혼을 하신다고 해서 머리가 혼란스러워.,3
F_004450,불안,내가 깨끗하게 청소를 해놓고 나가도 남편이 집에 있으면 얼마 되지 않아 다시 집안이 지저분하게 되어서 너무 짜증 나.,3
F_004451,불안,사귄지 얼마 안 된 연인과 얼떨결에 결혼을 하게 되었어. 신혼여행을 다녀오자마자 임신을 하게 되어서 당황스러워.,3
F_004452,불안,친구가 내 엉덩이가 짝궁둥이라고 놀려. 우리 남편은 괜찮다고 하는데.,3
F_004453,불안,감기가 오래되었는데 기침이 멈추지 않아.,3
F_004454,불안,나 요즘 갱년기야. 몸도 아프고 인생도 허무하고 너무 힘들어.,3
F_004455,불안,갱년기가 와서 몸도 힘들고 살도 자꾸 찌고. 어찌해야 할지 모르겠어.,3
F_004456,불안,우유가 건강에 좋다고 해서 매일 꾸준히 마시고 있는데 어떤 기사에는 우유가 좋지 않다고 하네. ,3
F_004457,불안,의료지식이 없다 보니 의사 처방에 따를 뿐이라 혼란스러워.,3
F_004458,불안,나는 의료 지식이 없다 보니 의사 처방에 따를 뿐이지만 혼란스러워.,3
F_004459,불안,우유가 건강에 좋다고 해서 매일 꾸준히 마시고 있는데 어떤 기사에는 우유가 좋지 않다고 하네. 혼란스러워.,3
F_004460,불안,몸이 아프니 자신감도 없어지는 거 같아.,3
F_004461,불안,요즘 건강관련 정보가 많이나오는것같아.,3
F_004462,불안,난 항상 건강하다고 자부하며 살고 있는데 요즘 들어 몸살이 자주 오는 것 같아 혼란스러워.,3
F_004463,불안,사시증상이 있어서 안과에 갔는데 의사가 내과로 가보라는 거야.,3
F_004464,불안,요즘 이유 없이 짜증 나.,3
F_004465,불안,자궁에 혹이 있어서 수술을 해야 하는지 상담하려고 여러 병원을 다녔는데 진단이 다 틀린 거야.,3
F_004466,불안,건강 검진을 했는데 수치를 어떻게 해석 해야하는 건지 모르겠어.,3
F_004467,불안,몸이 아프니까 내 맘이 혼란스러워.,3
F_004468,불안,나 처녀 적에는 엄청 날씬했었는데.,3
F_004469,불안,며칠 전에 무릎이 아파서 정형외과에 갔더니 퇴행성 관절염이라네. ,3
F_004470,불안,요즘 갱년기가 왔는지 자꾸 이상해져서 마음이 혼란스러워.,3
F_004471,불안,요즘 너무 고민이야.,3
F_004472,불안,건강에 관련하여 너무 많은 정보의 홍수로 혼란스러운 일을 겪고 있어.,3
F_004473,불안,나이도 많고 몸도 좋지 않아 죽음을 원하는데 자식들은 나에게 바라는 것이 너무 많아서 혼란스러워.,3
F_004474,불안,나는 늙고 만성 질환도 앓고 있는데 건강해지기 위해서 무엇을 해야 할지 모르겠어.,3
F_004475,불안,나에겐 아직 할 일이 많이 남았는데 힘이 없어서 걱정이야.,3
F_004476,불안,여든 살 나이로 점점 기운이 없어지는데 자식들은 더 오래 살라고 말해서 혼란스러워.,3
F_004477,불안,하고 싶은 일이 생겼지만 예순을 넘은 나이에 시작해도 될지 모르겠어.,3
F_004478,불안,의사와 가족들은 내 기분은 생각도 하지 않고 무조건 오래 살라고만 해서 기분이 좋지 않아.,3
F_004479,불안,남편이 황혼 이혼을 하자고 하는데 남편 없이 혼자 지내는 것은 상상조차 할 수 없어서 불안해.,3
F_004480,불안,남편의 암 수술이 끝나고 의사에 조언에 따라 농촌 생활을 하는 중이야.,3
F_004481,불안,육십 살이 넘었지만 나는 아직 건강한데 가족들은 나를 힘없는 늙은이라고만 생각해서 화가 나.,3
F_004482,불안,나이는 예순이지만 하고 싶은 일이 생겨서 하려고 하는데 가족들이 걱정된다며 반대해서 화가 나.,3
F_004483,불안,옆집 영란 댁은 장례 준비를 철저히 계획했던데 그에 비해 나는 아무것도 준비한 게 없어서 불안해.,3
F_004484,불안,손자가 죽는 게 뭐냐고 물어봤지만 대답을 어떻게 해야 할지 몰라 망설였어.,3
F_004485,불안,뭐든지 지나치면 좋지 않다는 것을 다시 한번 깨달았어.,3
F_004486,불안,전부터 건강이 안 좋았는데 계속 안 좋다 보니깐 마음이 심란하고 혼란스러운 것 같아.,3
F_004487,불안,죽음에 대해 사람각해본 적 있어?,3
F_004488,불안,몸이 좋은 건 아니었지만 그렇다고 죽음을 생각해보진 않았었는데 내가 죽을수도 있겠다고 생각하니까 혼란스럽네.,3
F_004489,불안,죽는 건 남의 일인 줄로만 알았는데 나이가 비슷한 사람들이 떠나니 혼란스럽네.,3
F_004490,불안,그동안 최선을 다해 살았는데 중병이라니 혼란스러워.,3
F_004491,불안,치매를 앓던 사돈이 사망했는데 남들은 호상이라는데 난 모르겠어.,3
F_004492,불안,친하게 지내던 동창이 오늘 갑작스럽게 죽었다는 얘기를 들었어.그 친구는 평소에 건강에 이상도 없었는데 갑자기 사고를 당했나봐.,3
F_004493,불안,고향에 내려갈까 하는데 막상 다 정리하고 가려니 생각이 많아져.,3
F_004494,당황,이번에 우리 딸이 신장을 이식해준다는데 결정을 할 수가 없어서 너무 혼란스러워.,1
F_004495,당황,검진을 받았는데 종양이 발견돼서 악성일까 봐 너무 걱정이야.,1
F_004496,당황,병원에서 담배를 끊어야 잔기침이 사라진다는데 끊을 수 있을지 자신이 없어서 당황스러워.,1
F_004497,당황,요즘 배가 자꾸 나오네. 많이 먹는 것도 아닌데 점점 불룩해지는 느낌이야.,1
F_004498,당황,아직 무릎이 아플 나이가 아닌 거 같은데 무릎이 아파서 당황스러워.,1
F_004499,당황,건강 검사 결과지를 받고 깜짝 놀랐지 뭐야.,1
F_004500,당황,병원에서 주는 약은 빠짐없이 먹었는데 몸이 안 좋네.,1
F_004501,당황,어제부터 열이 조금 있는 것 같더니 오늘은 근육통까지 있어서 혹시 코로나가 아닌지 혼란스러워.,1
